tconst,startYear,genres,runtimeMinutes,akas_title,averageRating,overview,poster_path,production_countries,primaryName,overview_fr
tt0098259,1986,"['Adventure', ' Animation', ' Family']",78,Les aventures de Lolo,7.5,"Scamper is a little penguin who loves wandering around the Artic where he lives with his parents. Unfortunately his little adventures tend to get he, and his friend Snowflake into trouble, especially when he disobeys his father and goes exploring with seagulls who want to eat him flying above, and men and dogs on the ground with them. One day the adventure goes too far and they float out to sea, only to be caught by men who want to sell them to the zoo. Scamper, Snowflake and their new friend, a macaroni penguin named Louie, must escape and get back to their families to warn them.",/iZvTsbGrsvXwm8XlCChfYoWaYe.jpg,"['JP', '  SU']","['Gennadiy Sokolskiy', ' Kenji Yoshida']","Scamper est un petit pingouin qui aime errer dans l'Artic où il vit avec ses parents. Malheureusement ses petites aventures ont tendance à lui, et son ami Snowflake dans les ennuis, surtout quand il désobéit à son père et va explorer avec des mouettes qui veulent le manger volant au-dessus, et les hommes et les chiens sur le sol avec eux. Un jour l'aventure va trop loin et ils flottent à la mer, seulement pour être pris par des hommes qui veulent les vendre au zoo. Scamper, Snowflake et leur nouvel ami, un macaroni pingouin nommé Louie, doivent s'échapper et revenir à leurs familles pour les avertir."
tt0098481,1989,"['Animation', ' Comedy', ' Fantasy']",8,"Obscurité, Lumière, Obscurité",7.9,"A human body gradually reconstructs itself as its various component parts crowd themselves into a small room and eventually, after much experimentation, sort out which part goes where.",/aa9vuydxlhKIN0bUFifFwwYsw5c.jpg,['XC'],['Jan Svankmajer'],"Un corps humain se reconstruit peu à peu alors que ses différentes composantes s'entassent dans une petite pièce et finalement, après beaucoup d'expérimentations, trient quelle partie va où."
tt0099158,1990,"['Documentary', ' Short']",42,Planète bleue,7.1,"From the unique vantage point of 200 miles above Earth's surface, we see how natural forces - volcanoes, earthquakes and hurricanes - affect our world, and how a powerful new force - humankind - has begun to alter the face of the planet. From Amazon rain forests to Serengeti grasslands, Blue Planet inspires a new appreciation of life on Earth, our only home.",/1G33v3homFEZoPzjSxPalnhCE0g.jpg,"['CA', '  US']",['Ben Burtt'],"Du point de vue unique de 200 milles au-dessus de la surface de la Terre, nous voyons comment les forces naturelles - volcans, tremblements de terre et ouragans - affectent notre monde, et comment une nouvelle force puissante - l'humanité - a commencé à modifier le visage de la planète."
tt0099290,1991,"['Animation', ' Short']",18,Le peigne,7.2,A porcelain doll’s explorations of a dreamer’s imagination.,/pXd3Q5L6BOxHFtNr6ldWGxOJdD0.jpg,['GB'],"['Stephen Quay', ' Timothy Quay']",Une poupée en porcelaine explore l'imagination d'un rêveur.
tt0099317,1989,"['Animation', ' Comedy', ' Family']",5,L'avis des animaux,7.7,A humorous and thought-provoking view of what animals in zoos might be thinking about their captivity and surroundings.,/tUoIEIHgFpN0vQHVan7DJifGjZa.jpg,['GB'],['Nick Park'],Une vision humoristique et stimulante de ce que les animaux des zoos pourraient penser de leur captivité et de leur environnement.
tt0100409,1990,"['Action', ' Adventure', ' Animation']",25,Le prince et le pauvre,7.1,"Long ago in a land with an ailing king, there was a pair of boys who looked exactly alike, a pauper called Mickey and the other, the Crown Prince.",/7sWpajczOeWzubfw7VLAMU9OeHS.jpg,['US'],['George Scribner'],"Il y a longtemps dans un pays avec un roi malade, il y avait une paire de garçons qui ressemblaient exactement, un pauvre appelé Mickey et l'autre, le prince héritier."
tt0100510,1990,"['Animation', ' Comedy', ' Family']",7,Le Lapin Looping,7.4,Roger Rabbit struggles to keep wandering Baby Herman safe in an amusement park where the usual havoc ensues.,/v9mNkB3htZEod4OZd3bXJd5VK7J.jpg,['US'],"['Frank Marshall', ' Rob Minkoff']",Roger Rabbit lutte pour continuer à errer en toute sécurité dans un parc d'attractions où les ravages habituels s'ensuivent.
tt0100821,1989,"['Adventure', ' Animation', ' Comedy']",8,Bobo bidon,7.2,Roger Rabbit once again is chosen for the dangerous task of babysitting Baby Herman and everything is going to be just fine.,/k0u8eOTrMAibmtFrU4ukT66a8HD.jpg,['US'],"['Rob Minkoff', ' Frank Marshall']",Roger Rabbit est une fois de plus choisi pour la tâche dangereuse de baby-sitting Baby Herman et tout va bien se passer.
tt0102083,1991,"['Comedy', ' Drama', ' Short']",17,Monde de gloire,7.5,The narrative portrays a plain man who guides the viewer through his life in a bleakly stylised world.,/AkmArVfTaXS9SPqOjWe80TY0vCC.jpg,['SE'],['Roy Andersson'],Le récit dépeint un homme simple qui guide le spectateur à travers sa vie dans un monde sombrement stylisé.
tt0104275,1992,"['Documentary', ' Short']",36,Les feux du Koweït,7.3,"After Saddam Hussein had the Kuwait Oil wells lit up, teams from all over the world fought those fires for months. They had to save the oil resources, as well as reduce air pollution. The different teams developed different techniques of extinguishing the fires. Man's emergency creativity can be seen at it's best.",/7yFy6ey4YVaMWLIMV5YZLZu0zP.jpg,['KW'],['David Douglas'],"Après que Saddam Hussein eut allumé les puits de pétrole du Koweït, des équipes du monde entier ont combattu ces incendies pendant des mois. Ils ont dû sauver les ressources pétrolières, ainsi que réduire la pollution de l'air. Les différentes équipes ont développé différentes techniques d'extinction des incendies. La créativité d'urgence de l'homme peut être vu au mieux."
tt0104285,1992,"['Animation', ' Comedy', ' Fantasy']",17,Nourriture,8.0,"BREAKFAST: After eating breakfast, a man is transformed into an elaborate dumb-waiter-style breakfast dispenser - and the same fate befalls the man who obtains breakfast from him. LUNCH: After failing to catch the waiter's eye, two would-be diners end up eating everything within reach. DINNER: Portraits of various meals made up of human organs.",/e4KGIZeBjbJq9cH7uWlzSAqhjZZ.jpg,"['XC', '  GB']","['Jan Svankmajer', ' Jan Svankmajer']","BREAKFAST: Après le petit déjeuner, un homme est transformé en un distributeur de petit-déjeuner de style stupide élaboré - et le même sort arrive à l'homme qui obtient le petit-déjeuner de lui. LUNCH: Après avoir omis d'attraper l'œil du serveur, deux diners se retrouvent en train de manger tout ce qui est à portée de main."
tt0104361,1989,"['Adventure', ' Animation', ' Comedy']",23,Wallace et Gromit : Une grande excursion,7.7,"Wallace and Gromit have run out of cheese, and this provides an excellent excuse for the duo to take their holiday to the moon, where, as everyone knows, there is ample cheese.",/og1s6iwv73WMShgNzg0WTtmrKXy.jpg,['GB'],['Nick Park'],"Wallace et Gromit sont à court de fromage, ce qui constitue une excellente excuse pour le duo pour prendre ses vacances sur la lune, où, comme tout le monde le sait, il y a beaucoup de fromage."
tt0105051,1992,"['Comedy', ' Short']",8,Omnibus,7.2,A commuter suddenly realizes he's mistakenly boarded the express train and desperately tries to get off between stations.,/6GPpxSFfQQ3gbAuPUISKC8t2vyL.jpg,['FR'],['Sam Karmann'],Un navetteur se rend compte qu'il est monté par erreur dans le train express et essaie désespérément de descendre d'une gare à l'autre.
tt0108056,1993,"['Comedy', ' Drama', ' Short']",12,Le Voyageur Noir,7.6,"A young black man is verbally harassed by an older woman on a streetcar, while the other passengers remain silent. He finally exacts his revenge.",/c0F6oLd1Ik1l0pbZC6g03b0Iv29.jpg,['DE'],['Pepe Danquart'],"Un jeune homme noir est harcelé verbalement par une femme âgée sur un tramway, tandis que les autres passagers restent silencieux. Il exige enfin sa vengeance."
tt0108377,1993,"['Adventure', ' Animation', ' Comedy']",8,Cours toujours mon lapin,7.1,"During a picnic, Baby Herman follows a beaver into a perilous sawmill - with Roger Rabbit in frantic pursuit.",/7FOzVF0CuBn3oOJOoHAg9JR0Ru2.jpg,['US'],"['Barry Cook', ' Barry Cook']","Lors d'un pique-nique, le bébé Herman suit un castor dans une scierie périlleuse - avec Roger Rabbit dans la poursuite frénétique."
tt0108598,1993,"['Animation', ' Comedy', ' Crime']",29,Wallace & Gromit : Un mauvais pantalon,8.3,"Wallace rents out Gromit's former bedroom to a penguin, who takes up an interest in the techno pants created by Wallace. However, Gromit later learns that the penguin is a wanted criminal.",/mV8SDTjkxrDxu0a0egvFz1lRPU7.jpg,['GB'],['Nick Park'],"Wallace loue l'ancienne chambre de Gromit à un pingouin, qui s'intéresse au pantalon techno créé par Wallace. Cependant, Gromit apprend plus tard que le pingouin est un criminel recherché."
tt0109049,1994,"['Documentary', ' Short']",39,Afrique: Le Serengeti,7.3,"Africa the Serengeti takes you on an extraordinary journey to view a spectacle few humans have ever witnessed: The Great Migration. Journey with more than two million wildebeests, zebras and antelopes as in their annual 500 mile trek across the Serengeti plains.",/3q9clV4RuFW5N6oZSkqWEGbcjnD.jpg,['US'],['George Casey'],"Afrique le Serengeti vous emmène sur un voyage extraordinaire pour voir un spectacle que peu d'humains ont jamais vu: La Grande Migration. Voyage avec plus de deux millions de bestiaux, zèbres et antilopes comme dans leur trek annuel de 500 miles à travers les plaines de Serengeti."
tt0110547,1994,"['Animation', ' Comedy', ' Music']",6,Le moine et le poisson,7.1,"A plump and exuberant monk goes fishing, and a playful fish eludes him. First the monk uses a rod and reel, then a net; over and over, he ends up fish-less and wet. Sleepless, he tries luring the fish at night with a bank of candles. He tries a bow and arrow. The tireless and insouciant fish leads the monk through a viaduct, over irrigated steppes, across cisterns, down canals. Suddenly, the monk's chase and the fish's teasing flight become a spiritual journey.",/r2T64qLkVHdll5sw5iDVa7OYbhA.jpg,['FR'],['Michael Dudok de Wit'],"D'abord, le moine utilise une canne et une bobine, puis un filet; de plus en plus, il finit sans poisson et mouillé. Sans sommeil, il tente de dorloter le poisson la nuit avec une banque de bougies. Il tente un arc et une flèche. Le poisson infatigable et insouciant conduit le moine à travers un viaduc, sur des steppes irriguées, à travers des citernes, en descendant des canaux. Soudain, la poursuite du moine et le vol de taquinage du poisson deviennent un voyage spirituel."
tt0111339,1996,"['Drama', ' Short']",6,Le vent,7.7,"During a film course lead by Yvette Biro at the Hungarian Academy of Drama and film in 1995, the director students were shown a black-and-white photo taken by Lucien Herve in 1952, and they were given the task of writing a short film based on it. Three women are standing at the outskirts of a village, looking out of the picture in the same direction. This six-minute one-shot film shows what the Herve photo does not.",/dQiVFNlgOmXQDHA4vK1316Vkhnh.jpg,['HU'],['Marcell Iványi'],"Au cours d'un cours de cinéma dirigé par Yvette Biro à l'Académie hongroise du théâtre et du film en 1995, les élèves réalisateurs ont été montrés une photo en noir et blanc prise par Lucien Herve en 1952, et ils ont été chargés d'écrire un court métrage basé sur elle. Trois femmes sont debout à la périphérie d'un village, regardant hors de la photo dans la même direction. Ce film d'une prise de vue de six minutes montre ce que la photo Herve ne fait pas."
tt0112691,1995,"['Animation', ' Comedy', ' Crime']",30,Wallace et Gromit - Rasé de près,8.1,"Wallace's whirlwind romance with the proprietor of the local wool shop puts his head in a spin, and Gromit is framed for sheep-rustling in a fiendish criminal plot.",/qdIR27trLyrlJ5nmkbcG3Bomah6.jpg,['GB'],"['Nick Park', ' Nick Park']","La romance tourbillonnante de Wallace avec le propriétaire de la boutique locale de laine met sa tête dans un spin, et Gromit est encadré pour la rouille de moutons dans un complot criminel fiende."
tt0114308,1995,"['Action', ' Adventure', ' Animation']",7,Mickey perd la tête,7.3,"In an attempt to convince Minnie that he hasn't forgotten to buy her an anniversary present, Mickey Mouse ends up promising to take her to Hawaii. Funds being short, he applies for a job as lab assistant to the sinister Dr. Frankenollie, who happens to be searching for a donor to provide his monstrous creation with a brain.",/oCAd6uK0xtjGNm4Zy5XQTDzSp7r.jpg,['US'],['Chris Bailey'],"Dans une tentative de convaincre Minnie qu'il n'a pas oublié de lui acheter un cadeau d'anniversaire, Mickey Mouse finit par promettre de l'emmener à Hawaï. Les fonds étant courts, il postule pour un emploi d'assistant de laboratoire au sinistre Dr Frankenollie, qui se trouve à la recherche d'un donateur pour fournir sa création monstrueuse avec un cerveau."
tt0114884,1996,"['Drama', ' Romance', ' Short']",29,La salle d'attente,7.3,"A large train station, it might be anywhere in a big city. Waiting passengers, some are curiously observing each other, some are too much involved with their own petty problems to pay attention to anything else. Our man, self- assured, practically undresses some of the woman present with his eyes, at least as long as his wife is absent, trying to get them some coffee. A beauty in blue returns his challenging looks, he can hardly believe it's true. Obviously, it is his lucky day today. By the time his wife returns our man has experienced some astonishing things under the watchful eyes of the fellow passengers. And most probably he will be much more reserved next time he sees a beautiful blonde.",/erkWD3jjpMhJiMQfM7kmcndJKwo.jpg,"['NL', '  DE']",['Jos Stelling'],"Une grande gare, il pourrait être n'importe où dans une grande ville. En attendant les passagers, certains sont curieusement observer les uns les autres, certains sont trop impliqués avec leurs propres petits problèmes pour prêter attention à tout autre. Notre homme, assuré, déshabille pratiquement une partie de la femme présente avec ses yeux, au moins aussi longtemps que sa femme est absente, essayant de leur obtenir un café. Une beauté en bleu rend son regard difficile, il peut difficilement croire que c'est vrai. Evidemment, c'est son jour de chance aujourd'hui."
tt0116079,1998,"['Fantasy', ' Musical', ' Short']",26,Le dernier chaperon rouge,7.1,"A old red riding hood, badly crippled after killing a monster many years ago, comes up with a sinister plan to dance again.",/n5XFR7Df3a9VqsEMXQHWtPhIjGc.jpg,['FR'],['Jan Kounen'],"Une vieille capuche rouge, gravement infirme après avoir tué un monstre il y a de nombreuses années, vient avec un plan sinistre de danser à nouveau."
tt0118036,1996,"['Comedy', ' Drama', ' Romance']",15,Une robe d'été,7.0,"It's summer. Sébastien loves Sheila. Lucia loves boys. As for Frédéric, all he wants to do is work on his tan.",/zSpAhBbjtwkVWh5k5MB8dH0CbxF.jpg,['FR'],['François Ozon'],"C'est l'été. Sébastien aime Sheila. Lucia aime les garçons. Quant à Frédéric, tout ce qu'il veut, c'est travailler sur son bronzage."
tt0127710,1996,"['Animation', ' Comedy', ' Drama']",25,La vieille dame et les pigeons,7.8,"A starving gendarme, wasting away from hunger, is reduced to grabbing castoff snacks from fat American tourists. When he sees as old woman feeding pigeons, in desperation he hits on the bizarre idea of dressing up as one...",/bh3xjLeLTSxtgoMkyGwE62tg1Ty.jpg,"['CA', '  FR', '  BE', '  GB']",['Sylvain Chomet'],"Un gendarme affamé, s'éloignant de la faim, est réduit à attraper des collations de castoff de gros touristes américains. Quand il voit comme une vieille femme nourrissant des pigeons, dans le désespoir il frappe sur l'idée bizarre de s'habiller comme un..."
tt0130860,1997,"['Animation', ' Fantasy', ' Short']",10,La sirène,7.7,"An elderly monk, while training the young novice who will succeed him, recalls the mysterious lost love of his past - just as his young successor appears to be encountering her himself.",/pMuLyGH9FCV93X943raNCEwoAiO.jpg,['RU'],['Aleksandr Petrov'],"Un moine âgé, tout en formant le jeune novice qui le succédera, rappelle le mystérieux amour perdu de son passé - tout comme son jeune successeur semble la rencontrer lui-même."
tt0131409,1997,"['Animation', ' Comedy', ' Family']",5,Le Joueur d'échecs,7.8,"An aging codger named Geri plays a daylong game of chess in the park against himself. Somehow, he begins losing to his livelier opponent. But just when the game's nearly over, Geri manages to turn the tables.",/8PdCk3T9EkcKniUviDogWFCXx28.jpg,['US'],['Jan Pinkava'],"Geri joue un jeu d'échecs d'une journée dans le parc contre lui-même. D'une manière ou d'une autre, il commence à perdre face à son adversaire livelier. Mais juste quand le jeu est presque terminé, Geri parvient à retourner les tables."
tt0142833,1997,"['Animation', ' Comedy', ' Short']",8,Sex & Violence,7.3,"In eight minutes, animator Bill Plympton gives us 24 vignettes: seven are clearly about sex, 10 about violence, and seven others deal with human frailties, particularly the body as it ages. There are three stories of persons with confused priorities (including a guy tying his shoe while parachuting); the world's first phone sex; and a clever, if dangerous, way to find a lost key. Except for the titles of each sketch and a couple of jokes that turn on noise, these are visual trips into the psyche of men, women, God, animals, and Time (the enemy of us all).",/gXbiOgCkOXNdnDz9KFqYyWSXZ55.jpg,['US'],['Bill Plympton'],"En huit minutes, l'animateur Bill Plympton nous donne 24 vignettes : sept sont clairement sur le sexe, dix sur la violence, et sept autres traitent des fragilités humaines, en particulier le corps à mesure qu'il vieillit. Il y a trois histoires de personnes avec des priorités confuses (y compris un gars qui lie sa chaussure tout en parachutant); le premier sexe du téléphone au monde; et un moyen intelligent, si dangereux, de trouver une clé perdue."
tt0160210,1984,"['Documentary', ' Short']",12,Les dites cariatides,7.0,"Commissioned by French television, this is a short documentary on the neo-classical statues found throughout Paris, predominantly on the walls of buildings, holding up windows, roofs etc.",/sospfiRpt5TQMLF0Ny7BGGtIR4R.jpg,['FR'],['Agnès Varda'],"Mis en service par la télévision française, il s'agit d'un court documentaire sur les statues néo-classiques que l'on retrouve dans tout Paris, principalement sur les murs des bâtiments, les fenêtres, les toits, etc."
tt0161034,1983,"['Documentary', ' Short']",22,Ulysse,7.4,"At the sea shore, a goat, a child, and a naked man. This is a photograph taken in 1954 by Agnès Varda. The goat was dead, the child was named Ulysses, and the man was naked. Starting from this frozen image, the film explores the real and the imaginary.",/8tZT9I1LIdHgARZpnaMHVS57ISq.jpg,['FR'],['Agnès Varda'],"Au bord de la mer, une chèvre, un enfant, et un homme nu. C'est une photographie prise en 1954 par Agnès Varda. La chèvre était morte, l'enfant s'appelait Ulysse, et l'homme était nu. À partir de cette image gelée, le film explore le réel et l'imaginaire."
tt0169173,1976,"['Action', ' Short']",9,C'était un rendez-vous,7.9,A high-speed drive through the streets of Paris.,/xRa1Vs1z2FXmewlLWIM3ZMQilHl.jpg,['FR'],"['Claude Lelouch', ' Claude Lelouch']",Une promenade à grande vitesse dans les rues de Paris.
tt0170811,1983,"['Animation', ' Comedy', ' Family']",25,Winnie l'ourson et une sacrée journée pour Bourriquet,7.3,"Winnie the Pooh and friends decide to throw a birthday celebration for gloomy, old Eeyore.",/nk36QnDNw9h60hk4djHXq88E9Yx.jpg,['US'],['Rick Reinert'],Winnie le Pooh et ses amis décident de fêter leur anniversaire pour Eeyore.
tt0179167,1994,"['Comedy', ' Short']",20,Emilie Muller,8.4,"Emilie Muller, a petite young woman, goes to her first audition, where the casting director asks her to talk about what is inside her handbag.",/xVkvMpAHvvQTq57hZZaTPkINEDx.jpg,['FR'],['Yvon Marciano'],"Emilie Muller, une petite jeune femme, va à sa première audition, où le directeur de casting lui demande de parler de ce qu'il y a dans son sac à main."
tt0179389,1967,"['Documentary', ' Short']",18,Uncle Yanco,7.4,"While in San Francisco for the promotion of her last film in October 1967, Agnès Varda, tipped by her friend Tom Luddy, gets to know a relative she had never heard of before, Jean Varda, nicknamed ""Yanco"". This hitherto unknown uncle lives on a boat in Sausalito, is a painter, has adopted a hippie lifestyle and loves life. The meeting is a very happy one.",/4ONQa3uZJd1gDjYDGBFWmiEQOYg.jpg,"['US', '  FR']",['Agnès Varda'],"Alors qu'à San Francisco pour la promotion de son dernier film en octobre 1967, Agnès Varda, renversé par son ami Tom Luddy, connaît un parent dont elle n'avait jamais entendu parler auparavant, Jean Varda, surnommé ""Yanco"". Cet oncle jusqu'alors inconnu vit sur un bateau à Sausalito, est peintre, a adopté un style de vie hippie et aime la vie. La rencontre est très heureuse."
tt0188580,1964,"['Animation', ' Family', ' Fantasy']",30,Poucelina,7.2,"A story based on the popular Hans Christian Anderson fairy tale ""Thumbelina"".",/gQ6MtvrcSp43cPnKbYLSEkGolVT.jpg,['SU'],['Leonid Amalrik'],"Une histoire basée sur le célèbre conte de fées Hans Christian Anderson ""Thumbelina""."
tt0207639,1999,"['Adventure', ' Animation', ' Drama']",20,Le vieil homme et la mer,8.0,"An old fisherman goes out on his fishing trip and makes a huge catch, the biggest of his life.",/fvzw2rXqSObcBc1RAIWYW7CzLuj.jpg,"['CA', '  JP', '  RU']",['Aleksandr Petrov'],"Un vieux pêcheur sort sur son voyage de pêche et fait une énorme prise, la plus grande de sa vie."
tt0208683,1961,"['Documentary', ' Short']",21,L'amour existe,7.5,An essay film critiquing post-war France's urban developments- Pialat states that modernity and suburban convenience have limited Parisian freedom and widened class gaps.,/kbpsr3Si6LbErmdOxDOtPVTu2Co.jpg,['FR'],['Maurice Pialat'],Un essai critiquant les développements urbains de la France d'après-guerre - Pialat affirme que la modernité et la commodité suburbaine ont limité la liberté parisienne et élargi les écarts de classe.
tt0209942,1968,"['Documentary', ' Short']",28,Black Panthers,7.4,"A film shot during the summer of 1968 in Oakland, California around the meetings organised by the Black Panthers Party to free Huey Newton, one of their leaders, and to turn his trial into a political debate. They tried and succeeded in catching America’s attention.",/hNoHZiCkKY140O4LhNkujNqVvuW.jpg,['FR'],['Agnès Varda'],"Un film tourné au cours de l'été 1968 à Oakland, en Californie autour des rencontres organisées par le Parti Black Panthers pour libérer Huey Newton, l'un de leurs dirigeants, et transformer son procès en un débat politique. Ils ont essayé et ont réussi à attirer l'attention de l'Amérique."
tt0210974,1991,"['Animation', ' Musical', ' Short']",27,Le loup gris et le petit chaperon rouge,7.4,"A Soviet claymation short film created by Garri Bardin in 1990 that retells the story of Red Riding Hood while incorporating political metaphors and themes about the USSR's demise; the wolf representing communism, devouring innocent creatures who have never known him.",/hgNgD9PpfoRcUi9O4TwJzgtblgO.jpg,['SU'],['Garri Bardin'],"Un court métrage soviétique d'argile créé par Garri Bardin en 1990 qui raconte l'histoire de Red Riding Hood tout en incorporant des métaphores politiques et des thèmes sur la disparition de l'URSS ; le loup représentant le communisme, dévorant des créatures innocentes qui ne l'ont jamais connu."
tt0211319,1999,"['Animation', ' Biography', ' Drama']",4,Cousin,7.2,"Adam tells us the story of an older cousin, who had cerebral palsy. Adam would go over to play, and they'd dress as superheroes, jump off the shed, and run about the the street with an old shopping trolley. Adam explains his cousin's wayward left arm, his strong right one, his aunt's understanding of her son's rages (""bake a cake,"" she'd tell him), and the boy's love of swimming. On Adam's eighth birthday, the cousins are separated by tragedy; it's left to Adam to wonder about his cousin, and if he still smells of licorice.",/8EC6Xt2h85zazSz3D0o1w8O2KgJ.jpg,['AU'],['Adam Elliot'],"Adam nous raconte l'histoire d'un cousin plus âgé, qui avait une paralysie cérébrale. Adam allait jouer, et ils s'habillaient comme des super-héros, sautaient du hangar, et couraient dans la rue avec un vieux chariot de courses. Adam explique le bras gauche de son cousin, son bras droit fort, la compréhension de sa tante des rages de son fils (« faire un gâteau », dit-elle), et l'amour du garçon de nager. Le huitième anniversaire d'Adam, les cousins sont séparés par la tragédie; il est laissé à Adam de se demander au sujet de son cousin, et s'il sent encore la réglisse."
tt0215685,1983,"['Adventure', ' Comedy', ' Fantasy']",16,L'assurance Crimson,7.8,A group of down-and-out accountants mutiny against their bosses and sail their office building onto the high seas in search of a pirate's life.,/ppR8tvnzZn4QKNO8EPSOzH6YxPe.jpg,['GB'],['Terry Gilliam'],Un groupe d'experts-comptables mutinent contre leurs patrons et naviguent dans leur bureau en haute mer à la recherche de la vie d'un pirate.
tt0216434,1982,"['Animation', ' Comedy', ' Family']",10,Il était une fois un chien,8.4,"The day comes when an old watchdog becomes useless but the masters being kind don't decide to drive him away. However they turn exasperated when the Dog stays indifferent during a home theft. The Dog leaves for the forest, where he meets the Wolf, his old enemy.",/7YbdqmDM9h2VmkelGYDKLYbuC5y.jpg,['SU'],['Eduard Nazarov'],"Le jour vient où un vieux chien de garde devient inutile mais que les maîtres sont gentils ne décident pas de le chasser. Cependant, ils deviennent exaspérés quand le chien reste indifférent lors d'un vol de maison. Le chien part pour la forêt, où il rencontre le loup, son ancien ennemi."
tt0218493,1973,"['Animation', ' Short']",10,L'île,7.5,"A castaway is interrogated by Interpol, conquered by an imperialist ship, loses his lone palm tree to greedy loggers, is consoled by a missionary who promptly abandons him, is thoroughly examined by scientists, and harassed by journalists.",/omtVsvtxU2U37RTAmLoTfcbHKCO.jpg,['SU'],['Fyodor Khitruk'],"Un naufragé est interrogé par Interpol, conquis par un navire impérialiste, perd son seul palmier aux bûcherons avides, est consolé par un missionnaire qui l'abandonne rapidement, est soigneusement examiné par des scientifiques, et harcelé par des journalistes."
tt0218871,1991,"['Crime', ' Drama', ' Short']",40,Carne,7.1,A butcher in Paris takes his revenge after his daughter is brutally attacked.,/8r9i7OFgTVrj8EVOSCiSH53Tqmf.jpg,['FR'],['Gaspar Noé'],Un boucher à Paris se venge après que sa fille ait été brutalement attaquée.
tt0219872,1998,"['Drama', ' Short']",14,La lettre,7.2,"Michael Gondry's examination of childhood love is replete with his trademark surreality. One evening at the turn of the century, Stephane discusses with his brother the end of the millenium, but also girls, particularly Aurelie, a classmate with whom he is secretly in love. The following day, Aurelie has a letter to give to him....",/dKcuboW48tTDNVY2PRTpPTqOKND.jpg,['FR'],['Michel Gondry'],"L'examen de Michael Gondry sur l'amour de l'enfance est rempli de surréalité de sa marque. Un soir au tournant du siècle, Stephane discute avec son frère de la fin du millénaire, mais aussi des filles, en particulier Aurelie, un camarade de classe avec qui il est secrètement amoureux. Le lendemain, Aurelie a une lettre à lui donner...."
tt0222743,1999,"['Animation', ' Comedy', ' Family']",8,Au bout du monde,7.4,"A family lives in a house that teeters precariously on the very tip of a mountain. The balance of the house is affected not only by the family that lives inside, but also their cow, dog, cat, a passing bird, and a man with a couple of sheep who returns in a car. The slopes of the hill themselves also seem rather slippery at times.",/kfEugmHx7oZroE58vP8l8o6Gf0F.jpg,['FR'],['Konstantin Bronzit'],"Une famille vit dans une maison qui tète précairement sur le bout même d'une montagne. L'équilibre de la maison est affecté non seulement par la famille qui vit à l'intérieur, mais aussi par leur vache, leur chien, leur chat, un oiseau de passage, et un homme avec un couple de moutons qui revient dans une voiture."
tt0225033,1978,"['Comedy', ' Short']",28,Agarrando pueblo,7.6,"Two filmmakers travel around impoverished sectors of the cities of Bogotá and Cali in search of the images of abjection needed to complete a documentary commissioned by German TV. Meanwhile, another camera captures these “vampire” filmmakers feeding off the misery of their marginal subjects.",/vgZtCNWbIaxvIl5fYrLmJ4nH3h4.jpg,['CO'],"['Carlos Mayolo', ' Luis Ospina']","Deux cinéastes voyagent dans des secteurs appauvris des villes de Bogotá et de Cali à la recherche des images d'abjection nécessaires pour compléter un documentaire commandé par la télévision allemande. Pendant ce temps, une autre caméra capture ces cinéastes d'Uvampire, se nourrissant de la misère de leurs sujets marginaux."
tt0239921,1965,"['Animation', ' Horror', ' Short']",18,La main,7.9,"A happy little potter is approached by a huge hand which wants him to sculpt its statue. The potter refuses, wanting nothing more than to be left alone with his only friend, a potted plant. As the hand's request gives way to bribery, demands, and threats, the potter becomes more desperate to escape its clutch, leading to tragedy.",/83YdjKErufydzHqvJgyY5D7EUme.jpg,['XC'],['Jirí Trnka'],"Un petit potier heureux est approché par une main énorme qui veut qu'il sculpte sa statue. Le potier refuse, ne voulant rien de plus qu'être laissé seul avec son seul ami, une plante en pot. Comme la demande de la main laisse place à la corruption, les demandes, et les menaces, le potier devient plus désespéré pour échapper à son embrayage, conduisant à la tragédie."
tt0246866,2000,"['Documentary', ' Short', ' War']",13,De l'origine du XXIe siècle,7.1,"Commissioned by the heads of the 2000 Cannes Film Festival to make an opening-night short commemorating cinema as it enters its second full century, Godard instead offers up a 17-minute barrage of re-edited footage of wars and Nazi atrocities, interspersed with clips of Maurice Chevalier in ""Gigi"" and Godard's own ""À bout de souffle.""",/xvFiuDfq2ab1oiK8lv7Rx2qDH1p.jpg,['FR'],['Jean-Luc Godard'],"Commandé par les responsables du Festival de Cannes 2000 pour faire un court métrage d'ouverture-nuit commémorant le cinéma à l'aube de son deuxième siècle complet, Godard offre plutôt un barrage de 17 minutes de séquences re-éditées de guerres et d'atrocités nazies, entrecoupés de clips de Maurice Chevalier dans ""Gigi"" et de son propre ""À bout de souffle""."
tt0248808,2000,"['Animation', ' Comedy', ' Family']",3,Drôles d'oiseaux sur une ligne à haute tension,8.0,"One by one, a flock of small birds perches on a telephone wire. Sitting close together has problems enough, and then comes along a large dopey bird that tries to join them. The birds of a feather can't help but make fun of him - and their clique mentality proves embarrassing in the end.",/lZFbUkgqTL3WLVJ5bOZ3zfSIM7F.jpg,['US'],['Ralph Eggleston'],"Un à un, un troupeau de petits oiseaux perche sur un fil téléphonique. Assis ensemble a assez de problèmes, puis vient avec un gros oiseau qui essaie de les rejoindre. Les oiseaux d'une plume ne peuvent pas s'empêcher de se moquer de lui - et leur mentalité de clique se révèle embarrassante à la fin."
